ID,carat,cut,color,clarity,depth,table,price,x,y,z
33949,0.7,Ideal,E,VS2,61.7,55,3612,5.7,5.74,3.53
33950,0.51,Premium,J,VS2,61.5,58,1020,5.14,5.1,3.15
33951,0.33,Good,D,VS2,61.8,61,652,4.4,4.44,2.73
33952,0.51,Premium,G,VS1,62.3,59,1781,5.12,5.06,3.17
33953,0.55,Good,F,SI1,57,62,1410,5.42,5.44,3.1
33954,1.26,Ideal,F,SI1,61.4,56,7824,6.99,6.93,4.27
33955,0.52,Ideal,G,VVS2,61,56,2012,5.24,5.18,3.18
33956,1.51,Very Good,H,VS2,63,57,10319,7.25,7.3,4.58
33957,0.54,Good,E,VVS1,60.3,61,2697,5.3,5.32,3.2
33958,1.22,Premium,H,SI1,62.4,58,6153,6.82,6.77,4.24
33959,0.71,Ideal,G,SI1,61.4,57,2136,5.76,5.8,3.55
33960,2.01,Premium,E,SI2,62.6,58,14502,8.01,7.93,4.99
33961,0.71,Good,F,SI2,64.1,60,2130,0,0,0
33962,0.34,Premium,G,VS2,61.2,59,765,4.49,4.43,2.73
33963,1.01,Good,F,SI1,63.4,55,4339,6.35,6.42,4.05
33964,0.28,Ideal,H,VVS2,62,57,522,4.21,4.24,2.62
33965,1.52,Ideal,I,VS1,62.4,57,10641,7.32,7.36,4.58
33966,1.22,Ideal,H,SI2,62.3,57,6398,6.84,6.89,4.28
33967,0.9,Very Good,G,SI2,63.4,59,3246,6.08,6.04,3.84
33968,1.01,Good,J,SI2,59.5,62,3756,6.42,6.46,3.83
33969,0.51,Ideal,E,VS2,61.4,57,1656,5.13,5.16,3.16
33970,0.62,Ideal,E,SI1,61.5,57,1749,5.44,5.49,3.36
33971,1.55,Very Good,H,SI2,62.5,61,8174,7.31,7.34,4.58
33972,1.04,Very Good,I,SI1,62.9,54,4948,6.42,6.49,4.06
33973,0.9,Good,F,VS2,59.8,61,4253,6.18,6.22,3.71
33974,1.16,Ideal,D,VS1,61.2,58,10241,6.73,6.76,4.13
33975,0.37,Ideal,D,VVS2,62.4,56,857,4.56,4.64,2.87
33976,0.34,Ideal,H,SI1,61.4,55,440,4.51,4.55,2.78
33977,1.04,Very Good,G,VS1,63.1,57,6669,6.39,6.44,4.05
33978,0.45,Good,G,VS1,60.7,60.4,1246,4.94,4.98,3.01
33979,1.5,Fair,J,VS2,64.5,59,5846,7.2,7.07,4.6
33980,0.53,Premium,E,VS2,58.5,61,1908,5.33,5.26,3.1
33981,1.21,Ideal,E,SI1,62.2,54.1,7231,6.82,6.86,4.26
33982,0.32,Ideal,E,VS2,62,55,900,4.41,4.39,2.73
33983,1.01,Fair,E,I1,64.5,54,2036,6.31,6.22,4.03
33984,1.24,Premium,F,VS1,58,58,9930,7.16,7.02,4.11
33985,0.7,Very Good,H,SI1,63.4,61,2176,5.62,5.58,3.55
33986,0.76,Ideal,G,VS1,61.3,54,3648,5.88,5.94,3.62
33987,0.7,Premium,G,I1,59.2,61,1115,5.76,5.7,3.39
33988,1.01,Premium,D,VS2,60,59,7508,6.53,6.48,3.9
33989,0.51,Very Good,G,VVS1,63.2,59,1871,5.04,5.09,3.2
33990,1.07,Ideal,I,SI1,61.7,56,5093,6.59,6.57,4.06
33991,0.31,Premium,E,VVS1,61.3,58,988,4.39,4.36,2.68
33992,0.31,Premium,H,SI1,62.7,58,435,4.31,4.34,2.71
33993,0.59,Ideal,D,SI1,61.8,56,1816,5.37,5.4,3.33
33994,1.01,Good,F,VS2,57.3,62,5487,6.63,6.59,3.79
33995,2.12,Ideal,J,SI1,62.1,56,14503,8.17,8.25,5.1
33996,1.4,Ideal,G,VVS2,62,56,14231,7.18,7.13,4.44
33997,1.2,Premium,F,VVS2,62.8,60,10580,6.79,6.74,4.25
33998,1,Good,J,VVS1,63.5,59,4633,6.29,6.34,4.01
33999,0.34,Ideal,E,VVS2,62.3,57,835,4.44,4.48,2.78
34000,0.24,Ideal,H,VS2,61.1,56,391,3.99,4.03,2.45
34001,0.91,Premium,I,SI1,60.8,59,2475,6.23,6.2,3.78
34002,1.21,Premium,F,VS2,60.1,55,8870,7.01,6.91,4.18
34003,0.43,Premium,G,VVS1,60.9,58,1207,4.88,4.91,2.98
34004,0.4,Premium,E,SI1,61.3,61,945,4.76,4.73,2.91
34005,1.53,Premium,I,SI2,62.1,59,7539,7.35,7.37,4.57
34006,0.57,Ideal,E,SI1,62.1,56,1728,5.33,5.3,3.3
34007,1.14,Premium,F,SI2,60.8,58,5008,6.79,6.74,4.11
34008,2.02,Good,I,SI2,61,62,12927,8.1,8.14,4.95
34009,0.42,Ideal,G,VS2,61.8,56,1087,4.84,4.81,2.98
34010,0.31,Ideal,E,VS2,62,55,872,4.35,4.33,2.69
34011,0.91,Premium,H,SI2,60.9,61,3453,6.24,6.18,3.78
34012,0.42,Ideal,H,IF,61.7,55,1216,4.82,4.84,2.98
34013,0.4,Premium,G,SI1,61.6,59,900,4.72,4.66,2.89
34014,0.92,Ideal,H,VVS1,62.1,54,5886,6.26,6.23,3.88
34015,1.21,Very Good,I,VS1,60.6,60,5726,6.89,6.85,4.16
34016,1.01,Good,H,SI1,63.1,60,4432,6.37,6.41,4.03
34017,0.55,Good,F,VS1,59.5,62,1682,5.3,5.35,3.17
34018,0.73,Ideal,G,VVS2,61,56,3783,5.82,5.86,3.56
34019,0.32,Ideal,G,VVS2,62.2,56,936,4.38,4.34,2.71
34020,1.14,Ideal,H,VS2,61.7,57,5937,6.73,6.68,4.14
34021,0.25,Good,E,VVS2,63.1,56,576,4,4.05,2.54
34022,0.31,Ideal,D,SI1,62.1,56,571,4.33,4.37,2.7
34023,0.3,Good,F,SI1,63.6,55,641,4.33,4.28,2.74
34024,1.04,Ideal,F,SI2,62.1,57,4668,6.46,6.48,4.02
34025,0.7,Good,F,VS2,63.8,60,2290,5.61,5.52,3.55
34026,1.33,Good,I,VS1,63.7,56,7090,6.96,6.92,4.42
34027,1.04,Very Good,G,VS1,61.8,58,7049,6.5,6.55,4.03
34028,0.31,Ideal,E,VS2,62,56,756,4.38,4.36,2.71
34029,0.42,Very Good,E,SI1,62.3,58,773,4.76,4.81,2.98
34030,0.39,Very Good,E,VS2,60.4,56,921,4.7,4.73,2.85
34031,0.61,Ideal,H,IF,62,54.4,2438,5.44,5.47,3.38
34032,0.57,Ideal,E,SI1,61.9,56,1728,5.35,5.32,3.3
34033,0.59,Very Good,I,SI1,61.7,55.2,1257,5.39,5.41,3.33
34034,0.7,Very Good,E,VS1,63.4,62,2695,5.64,5.56,3.55
34035,0.32,Ideal,G,VVS1,62,57,842,4.38,4.42,2.73
34036,1.03,Fair,J,SI2,56.2,62,3246,6.73,6.69,3.77
34037,0.9,Premium,H,SI1,62,55,3377,6.21,6.17,3.84
34038,0.43,Premium,F,SI1,62.6,58,792,4.77,4.81,3
34039,0.27,Ideal,E,VVS1,62,56,586,4.16,4.19,2.59
34040,0.5,Very Good,F,VVS2,61.9,59,2041,5.07,5.11,3.15
34041,1.01,Good,F,SI1,64.2,58,4339,6.24,6.29,4.02
34042,1.01,Good,F,SI2,56.9,60,4077,6.68,6.64,3.79
34043,0.51,Ideal,E,SI2,58.3,62,1268,5.2,5.19,3.04
34044,0.53,Good,E,VS2,58.6,62,1422,5.26,5.32,3.1
34045,0.7,Very Good,I,VS2,61.1,60,2166,5.67,5.75,3.49
34046,0.7,Premium,H,VVS2,61,62,2644,5.72,5.66,3.47
34047,0.9,Good,H,SI1,66.1,57,3282,5.94,5.99,3.94
34048,0.33,Ideal,F,VVS1,61.8,57,955,4.43,4.47,2.75
34049,1.67,Ideal,F,VS2,61.8,57,17194,7.58,7.62,4.7
34050,0.3,Ideal,E,VS2,61.8,55,844,4.35,4.33,2.68
34051,1.01,Good,H,SI1,64,58,4116,6.31,6.37,4.06
34052,1.02,Ideal,E,SI2,60.3,57,4712,6.5,6.53,3.95
34053,1.7,Very Good,I,VS1,61.9,57,12621,7.67,7.64,4.74
34054,2.01,Premium,G,SI1,61.8,60,18077,7.99,8.04,4.95
34055,0.5,Ideal,G,VVS2,62.7,54,1784,5.05,5.09,3.18
34056,1.06,Premium,I,SI1,61.9,59,4452,6.52,6.5,4.03
34057,0.7,Good,D,SI1,62.6,60,2681,5.57,5.61,3.5
34058,0.7,Ideal,F,VS2,62.2,55,2676,5.66,5.72,3.54
34059,1.37,Ideal,G,VVS1,62.6,55,12342,7.07,7.12,4.44
34060,0.49,Premium,E,SI2,60.9,57,1011,5.11,5.07,3.1
34061,1.21,Very Good,H,VS2,59.1,59,7113,6.95,6.99,4.12
34062,0.36,Good,E,SI2,63.7,54,648,4.55,4.52,2.89
34063,1.04,Very Good,F,VS2,60.1,59,6342,6.56,6.61,3.96
34064,0.42,Premium,F,SI1,61.5,58,992,4.83,4.8,2.96
34065,0.9,Very Good,F,SI2,61.6,56,3601,6.22,6.29,3.85
34066,0.71,Ideal,G,VS2,62.4,57,2515,5.69,5.66,3.54
34067,0.31,Premium,F,VS2,62.9,59,802,4.32,4.27,2.7
34068,0.35,Premium,G,VVS2,62.2,58,1024,4.54,4.49,2.81
34069,1.51,Premium,E,SI2,63,55,9302,7.34,7.3,4.61
34070,1.05,Ideal,D,SI2,62.1,58,5702,6.49,6.52,4.04
34071,0.4,Ideal,G,VS2,62.6,56,804,4.69,4.74,2.95
34072,2.41,Premium,J,VS1,61.1,60,15320,8.66,8.6,5.27
34073,0.5,Ideal,H,VS2,62.3,54,1279,5.11,5.13,3.19
34074,1.24,Ideal,H,VS2,60.8,56,8257,6.92,6.96,4.22
34075,0.5,Good,I,VS2,64.6,59,987,4.9,4.95,3.18
34076,0.3,Very Good,J,VS2,63.4,57,473,4.26,4.22,2.69
34077,0.33,Premium,D,SI1,60,59,780,4.5,4.47,2.69
34078,1.11,Premium,G,VS2,61,59,5346,6.7,6.67,4.08
34079,2.19,Premium,I,SI2,60.8,60,15169,8.38,8.34,5.08
34080,2.29,Premium,J,IF,61.4,60,18426,8.45,8.49,5.2
34081,2.01,Premium,I,SI1,62.4,61,15528,8.01,7.99,4.99
34082,0.44,Very Good,G,SI2,60.6,55,1016,4.94,4.96,3
34083,2.17,Very Good,I,SI1,62.1,61,15760,8.24,8.27,5.13
34084,1.02,Premium,E,SI2,59.6,59,4478,6.59,6.54,3.91
34085,1.13,Fair,I,VS2,55.9,67,4695,7.05,6.94,3.9
34086,0.3,Very Good,G,VS2,62.2,60,526,4.24,4.25,2.64
34087,0.56,Premium,E,SI1,61.5,60,1755,5.27,5.3,3.25
34088,0.91,Very Good,F,SI1,62.3,58,4785,6.14,6.19,3.84
34089,0.7,Good,F,VS2,60.1,56,2591,5.73,5.78,3.46
34090,0.4,Ideal,G,VS2,60.9,58,825,4.76,4.79,2.91
34091,2.11,Ideal,H,SI2,61.5,57,12179,8.3,8.25,5.09
34092,0.9,Ideal,I,SI1,62.3,57,3455,6.12,6.15,3.82
34093,0.33,Ideal,H,VVS1,62.1,53,730,4.48,4.5,2.79
34094,0.5,Good,F,SI1,59.6,61,1214,5.12,5.19,3.07
34095,0.7,Very Good,F,SI1,63.2,57,2423,5.68,5.62,3.57
34096,0.64,Good,G,VS2,64.1,55.3,1906,5.43,5.45,3.49
34097,1.27,Premium,H,SI2,59.3,61,2845,7.12,7.05,4.2
34098,0.54,Very Good,J,VS2,63,57,1129,5.17,5.21,3.27
34099,0.31,Very Good,H,VVS2,61.2,55,578,4.41,4.44,2.7
34100,0.34,Good,G,VS2,57.5,61,556,4.6,4.66,2.66
34101,1.5,Premium,H,SI2,62.3,60,8645,7.3,7.22,4.52
34102,0.34,Ideal,E,SI2,61.4,55,454,4.5,4.52,2.77
34103,1.32,Ideal,J,VS2,62.3,57,6288,6.96,7,4.35
34104,1.11,Fair,H,SI1,65.7,61,5178,6.42,6.39,4.21
34105,1.01,Premium,F,SI2,62.7,56,4197,6.4,6.35,4
34106,0.4,Very Good,D,VS1,64.2,57,967,4.67,4.7,3.01
34107,0.3,Ideal,D,VVS2,62.1,57,814,4.27,4.3,2.66
34108,1.08,Ideal,G,SI2,62.2,56,4544,6.56,6.59,4.09
34109,2.01,Good,G,SI1,63.9,60,17804,7.81,7.75,4.97
34110,0.31,Good,G,SI1,63.3,57,431,4.3,4.33,2.73
34111,0.42,Premium,I,SI2,61.5,59,552,4.78,4.84,2.96
34112,1.21,Very Good,H,SI1,60.2,58,6229,6.89,6.93,4.16
34113,0.42,Very Good,H,VVS1,63.9,56,1042,4.73,4.75,3.03
34114,1.4,Good,H,SI2,62.5,57,6996,7.07,7.11,4.43
34115,0.76,Premium,E,SI2,61.5,58,2688,5.86,5.81,3.59
34116,0.52,Very Good,F,SI1,63.7,58,1267,5.11,5.13,3.26
34117,0.86,Ideal,E,SI2,61.8,57,3828,6.1,6.13,3.78
34118,2.12,Premium,H,SI2,61.5,59,13460,8.26,8.21,5.06
34119,0.4,Premium,G,SI1,62,59,900,4.72,4.7,2.92
34120,1.11,Very Good,H,SI1,62.5,58,5335,6.61,6.64,4.14
34121,0.9,Very Good,J,VS1,62.9,56,3197,6.13,6.18,3.87
34122,1.01,Good,E,SI1,64.3,59,4181,6.31,6.28,4.05
34123,0.34,Ideal,H,VS1,62.3,55,596,4.45,4.48,2.78
34124,0.93,Very Good,D,SI2,62.6,57,4214,6.2,6.26,3.9
34125,1.24,Ideal,H,SI1,62.5,56,6095,6.92,6.88,4.31
34126,0.7,Good,E,VS2,57.5,58,2759,5.85,5.9,3.38
34127,0.9,Very Good,G,VS2,61.9,56,4269,6.17,6.23,3.84
34128,0.41,Ideal,D,VS1,62.9,57,1230,4.75,4.73,2.98
34129,1.21,Ideal,H,SI1,61.1,57,6069,6.83,6.91,4.2
34130,1.55,Ideal,I,VS2,61.8,55,11574,7.4,7.44,4.58
34131,0.58,Very Good,E,SI1,59.6,57,1453,5.41,5.42,3.23
34132,0.3,Ideal,I,VS2,61.3,58,438,4.3,4.31,2.64
34133,1.05,Premium,G,VS1,61.6,58,6936,6.48,6.51,4
34134,2.07,Premium,H,SI1,61.2,60,14476,8.2,8.12,4.99
34135,1.23,Very Good,F,SI2,60.9,58,4661,6.93,6.96,4.23
34136,1.01,Good,J,SI1,63.6,54,3665,6.44,6.36,4.07
34137,1.04,Very Good,E,SI2,60.7,59,4472,6.5,6.54,3.96
34138,0.8,Ideal,H,VVS1,61.8,57,3732,5.93,5.89,3.65
34139,0.7,Very Good,E,VS1,62.2,57,3063,5.63,5.68,3.52
34140,1.54,Ideal,G,VS2,61.4,57,14103,7.47,7.42,4.57
34141,0.43,Premium,E,SI1,60.2,60,1016,4.94,4.89,2.96
34142,1.01,Very Good,D,SI1,62.9,59,5443,6.39,6.43,4.03
34143,1,Good,G,SI1,63.9,58,4218,6.26,6.32,4.02
34144,0.36,Ideal,D,SI1,62,56,851,4.61,4.55,2.84
34145,0.7,Very Good,D,VS1,62.9,60,3231,5.57,5.62,3.52
34146,0.9,Very Good,F,SI2,63.1,56,3457,6.18,6.12,3.88
34147,0.41,Ideal,F,VS1,61.3,57,1076,4.79,4.77,2.93
34148,1.23,Premium,D,SI1,62.5,58,7715,6.85,6.79,4.27
34149,0.34,Premium,D,SI1,59.7,59,626,4.54,4.57,2.72
34150,1.15,Premium,H,SI1,62,58,5433,6.77,6.71,4.18
34151,1.52,Good,F,SI2,58.2,60,9028,7.52,7.63,4.41
34152,1.04,Ideal,H,VS1,62.2,56.6,6255,6.43,6.49,4.02
34153,0.38,Ideal,G,VVS1,59.7,60,979,4.71,4.74,2.82
34154,0.3,Premium,H,VS2,62.7,59,608,4.27,4.22,2.66
34155,1.07,Ideal,G,VS2,62.3,57,6558,6.58,6.54,4.09
34156,0.3,Very Good,D,SI1,63.1,56,662,4.28,4.24,2.69
34157,0.41,Ideal,F,SI1,62.7,57,969,4.74,4.7,2.96
34158,0.3,Ideal,F,VVS1,62.5,55,814,4.26,4.29,2.67
34159,1,Very Good,H,SI1,62,54,4995,6.43,6.47,4
34160,1.07,Ideal,G,VS2,61.7,55,7577,6.53,6.57,4.04
34161,0.42,Ideal,G,VVS1,61.2,56,1235,4.86,4.85,2.97
34162,0.51,Premium,D,SI1,62,59,1602,5.15,5.11,3.18
34163,0.71,Very Good,D,SI1,63.1,56,2508,5.66,5.62,3.56
34164,2.02,Very Good,G,SI2,63.1,56,15848,8.06,8.02,5.07
34165,0.27,Very Good,E,VVS2,61.8,59,586,4.14,4.18,2.57
34166,0.56,Very Good,G,VS2,60.9,58,1580,5.34,5.36,3.26
34167,1.2,Ideal,D,SI2,61.7,56,6619,6.81,6.88,4.22
34168,0.7,Ideal,E,SI2,62.2,56,2560,5.67,5.64,3.52
34169,0.31,Good,G,VVS1,63.4,57,816,4.32,4.36,2.75
34170,0.54,Very Good,D,SI1,63.2,55,1667,5.21,5.17,3.28
34171,0.47,Ideal,D,VVS1,61.9,54,2378,4.98,5,3.09
34172,1.01,Very Good,F,VVS1,62.8,60,9667,6.4,6.34,4
34173,0.28,Very Good,H,VS2,59.7,60,394,4.25,4.29,2.55
34174,1.01,Good,F,SI1,65.5,58,4369,6.11,6.25,4.05
34175,0.7,Very Good,D,VS2,60.7,58,3092,5.7,5.73,3.47
34176,1.22,Very Good,H,VS1,58.9,59,7152,6.96,7.02,4.12
34177,1.5,Ideal,H,VS2,62.2,57,10692,7.27,7.33,4.54
34178,0.93,Ideal,H,SI1,62,55,3844,6.32,6.29,3.91
34179,0.52,Ideal,D,VS2,61.8,57,1752,5.16,5.2,3.2
34180,0.55,Premium,F,VS2,62.7,58,2376,5.28,5.25,3.3
34181,1.01,Good,F,SI1,63.4,55,4339,6.35,6.42,4.05
34182,2.01,Premium,J,SI1,63,57,13219,8.07,8,5.06
34183,0.85,Very Good,E,VS2,63.6,56,3997,5.97,6.01,3.81
34184,0.33,Ideal,F,IF,61.3,55,971,4.48,4.49,2.75
34185,1.03,Premium,E,VS2,61.2,59,7192,6.53,6.47,3.98
34186,2.26,Ideal,I,SI2,61.5,57,15606,8.36,8.44,5.17
34187,0.7,Very Good,E,SI2,62,60,2257,5.67,5.72,3.53
34188,0.63,Premium,F,SI1,59.1,57,1736,5.64,5.6,3.32
34189,0.54,Ideal,D,VS2,61.1,57,1892,5.19,5.29,3.2
34190,0.42,Ideal,F,VVS2,61.1,57,1221,4.84,4.82,2.95
34191,0.41,Very Good,F,SI1,63.3,58,904,4.74,4.71,2.99
34192,0.76,Very Good,F,VVS1,59.6,58,4504,5.91,5.96,3.54
34193,0.51,Ideal,G,VS1,62.1,55,1781,5.17,5.14,3.2
34194,1,Fair,H,SI2,67.8,53,2530,6.08,6.02,4.1
34195,0.7,Good,E,VS1,61.3,62,3277,5.64,5.72,3.48
34196,0.43,Ideal,E,VS2,62.8,56,1048,4.86,4.79,3.03
34197,1.22,Very Good,H,SI2,62.9,59,5233,6.66,6.76,4.22
34198,1.12,Ideal,G,SI2,62.8,54,4158,6.7,6.64,4.19
34199,0.38,Very Good,I,SI1,59.7,62,601,4.7,4.74,2.82
34200,1.74,Very Good,H,I1,63.2,55,4677,7.62,7.59,4.8
34201,0.32,Premium,H,VS2,62.7,54,648,4.41,4.39,2.76
34202,1.5,Premium,E,VS2,60.7,60,14386,7.41,7.32,4.47
34203,1.05,Premium,H,SI2,61.7,59,3352,6.59,6.53,4.05
34204,0.71,Very Good,I,SI2,63.7,57,1875,5.64,5.67,3.6
34205,1.26,Very Good,F,IF,60,60,14095,7.04,7.09,4.24
34206,0.33,Ideal,G,VS1,61.9,54,666,4.44,4.48,2.76
34207,1.01,Very Good,J,SI1,62.9,56,3749,6.35,6.4,4.01
34208,0.55,Ideal,G,VVS2,61.2,55.8,2064,5.27,5.33,3.24
34209,1.2,Premium,F,SI1,60.1,59,7282,6.92,6.85,4.14
34210,1.51,Premium,E,VS2,62.2,58,13757,7.33,7.27,4.54
34211,0.41,Premium,H,SI1,60.9,60,683,4.79,4.83,2.93
34212,1.01,Very Good,G,SI1,63.3,57,4185,6.37,6.35,4.02
34213,0.71,Very Good,I,SI1,60,56,2502,5.86,5.83,3.51
34214,1.22,Fair,F,SI2,65,56,4705,6.71,6.8,4.39
34215,1.13,Premium,H,SI2,62.3,59,4294,6.68,6.65,4.15
34216,1.7,Ideal,J,SI2,62,53,7464,7.68,7.65,4.75
34217,0.5,Ideal,E,VVS2,61.5,57,2236,5.09,5.12,3.14
34218,0.51,Premium,E,VS2,61.6,58,1567,5.18,5.15,3.18
34219,0.7,Very Good,H,VS2,61.6,55,2330,5.71,5.75,3.53
34220,1.27,Very Good,H,SI2,60.6,59,5715,6.97,7,4.23
34221,1.38,Ideal,F,VVS1,62.9,56,15968,7.04,7.1,4.45
34222,0.41,Premium,G,VVS1,60.3,60,1230,4.78,4.74,2.87
34223,1.53,Premium,H,VS2,60.1,58,11087,7.6,7.57,4.71
34224,1.51,Very Good,F,VS2,62.5,58,14165,7.22,7.33,4.55
34225,0.33,Very Good,J,VVS2,62.1,56,499,4.44,4.45,2.76
34226,0.32,Ideal,D,SI1,59.6,57,589,4.42,4.47,2.65
34227,0.33,Very Good,F,VVS1,63.3,57,980,4.44,4.38,2.79
34228,0.71,Ideal,G,SI1,61.6,55,3007,5.72,5.78,3.54
34229,0.7,Fair,H,VVS2,64.5,65,2717,5.52,5.45,3.54
34230,0.43,Ideal,F,SI1,61.8,56,1016,4.87,4.84,3
34231,1.04,Ideal,G,SI2,60.7,57,4455,6.61,6.51,3.98
34232,0.57,Very Good,G,SI2,60.5,56,1171,5.41,5.44,3.28
34233,1,Very Good,F,VS2,62.2,57,6183,6.4,6.43,3.99
34234,1.71,Ideal,H,VS2,62.1,56,14017,7.64,7.7,4.76
34235,0.4,Premium,D,VVS2,60.7,60,1263,4.74,4.78,2.89
34236,1,Premium,H,I1,60.4,61,1932,6.39,6.32,3.84
34237,0.3,Premium,H,VVS1,62.2,58,878,4.29,4.26,2.66
34238,1.7,Ideal,G,VS2,62.9,55,15756,7.66,7.6,4.8
34239,2.02,Fair,J,SI2,64.6,55,9853,7.93,7.84,5.09
34240,0.34,Good,H,VS2,63.2,55,537,4.46,4.5,2.83
34241,0.53,Ideal,F,VS1,60.8,55,1939,5.26,5.3,3.21
34242,1.54,Very Good,I,SI2,63.3,60,7437,7.34,7.31,4.64
34243,0.72,Ideal,D,SI2,62.7,55,2670,5.72,5.7,3.58
34244,1.2,Ideal,H,VS1,61.6,57,8275,6.82,6.85,4.21
34245,0.57,Ideal,G,VS1,62.1,56,1949,5.33,5.3,3.3
34246,1.14,Ideal,D,SI2,61.4,56,5548,6.69,6.77,4.13
34247,1.21,Very Good,J,VS2,60.9,58,4816,6.86,6.91,4.19
34248,0.7,Very Good,F,SI1,60,58,2553,5.75,5.79,3.46
34249,0.41,Ideal,H,IF,62.9,54,1243,4.74,4.71,2.97
34250,0.5,Premium,F,VS1,62,58,1838,5.1,5.03,3.14
34251,1,Very Good,F,VVS2,62.3,57,8772,6.34,6.41,3.97
34252,0.43,Ideal,E,VS2,61.9,56,981,4.85,4.88,3.01
34253,0.33,Ideal,F,VS2,62.3,56,854,4.46,4.43,2.77
34254,1,Premium,F,VVS1,62.6,58,8736,6.45,6.33,4
34255,0.3,Premium,E,SI1,59.5,58,675,4.42,4.39,2.62
34256,0.3,Ideal,H,VVS2,62.1,54,590,4.32,4.35,2.69
34257,1.51,Very Good,G,VS2,63.1,56,12551,7.33,7.29,4.61
34258,0.34,Good,H,VS2,63.7,57,537,4.42,4.44,2.82
34259,1.58,Very Good,H,VS1,60.3,62,12483,7.53,7.57,4.55
34260,1.01,Good,F,SI2,56.9,60,4077,6.68,6.64,3.79
34261,1.24,Premium,H,SI1,60.4,59,6729,6.97,6.93,4.2
34262,1,Very Good,H,SI2,63,61,4015,6.31,6.35,3.99
34263,1.5,Very Good,E,SI1,61.9,59,11717,7.26,7.32,4.51
34264,1.51,Good,E,SI1,60.4,61,10088,7.33,7.37,4.44
34265,1.52,Ideal,G,VVS1,62.4,55,16104,7.39,7.3,4.58
34266,0.41,Premium,G,VS2,61.6,58,827,4.73,4.78,2.93
34267,0.55,Ideal,E,SI1,62.4,58,1752,5.28,5.23,3.27
34268,0.38,Ideal,G,VS2,61.2,55,778,4.69,4.72,2.88
34269,1.19,Premium,H,VS2,61.1,58,6944,6.83,6.78,4.16
34270,0.9,Premium,E,SI1,62.3,61,3800,6.17,6.12,3.83
34271,0.73,Ideal,D,SI1,60.2,56,2632,5.86,5.94,3.55
34272,1.87,Ideal,H,VS1,59.7,60,17761,7.98,8.04,4.78
34273,1.02,Good,E,SI2,64.3,58,4478,6.36,6.26,4.06
34274,0.75,Very Good,I,VVS2,62,59,2749,5.81,5.83,3.61
34275,2,Very Good,H,SI2,63,59,15694,7.94,8.07,5.04
34276,1.9,Ideal,I,SI2,60.9,55,12165,8,8.06,4.89
34277,1.27,Premium,F,SI2,61,61,5428,7.01,6.95,4.26
34278,0.7,Premium,G,VVS2,60.6,60,2999,5.77,5.69,3.47
34279,1.5,Good,G,VS2,63.8,56,11508,7.2,7.15,4.58
34280,0.72,Very Good,E,SI1,63,56,2642,5.73,5.76,3.62
34281,0.43,Ideal,F,VVS1,62.3,55,1358,4.85,4.88,3.03
34282,0.35,Ideal,D,SI1,61.5,56,780,4.54,4.57,2.8
34283,0.96,Ideal,G,SI1,63,53,4301,6.24,6.21,3.92
34284,0.3,Premium,I,VVS2,61,60,526,4.3,4.36,2.64
34285,0.51,Ideal,E,SI1,60.8,57,1437,5.17,5.22,3.16
34286,0.71,Ideal,G,VS1,61.7,57,3431,5.7,5.75,3.53
34287,0.76,Very Good,H,SI2,59.8,58,2418,5.94,5.96,3.56
34288,0.3,Very Good,F,SI1,62.8,56,500,4.24,4.26,2.67
34289,2.08,Premium,F,SI2,62,60,13437,8.15,8.1,5.04
34290,0.38,Ideal,D,VVS1,60.3,56,1915,4.74,4.72,2.85
34291,0.38,Ideal,G,VS2,62.1,54.5,768,4.64,4.69,2.9
34292,0.42,Ideal,H,VVS1,62.4,55,1142,4.8,4.79,2.99
34293,1.51,Very Good,H,SI1,59.9,55,9218,7.44,7.52,4.48
34294,0.3,Good,G,VS1,63.6,57,776,4.26,4.23,2.7
34295,0.71,Premium,H,VS1,62.4,58,2572,5.73,5.68,3.56
34296,0.41,Ideal,E,SI1,62.5,55,755,4.73,4.77,2.97
34297,0.93,Premium,F,SI2,59.5,60,3620,6.39,6.36,3.79
34298,1.62,Premium,J,SI1,62,60,8183,7.52,7.44,4.64
34299,0.7,Good,D,SI2,58.3,60,2242,5.81,5.89,3.41
34300,0.75,Ideal,E,SI1,61.7,56,2964,5.84,5.86,3.61
34301,0.3,Ideal,H,VVS2,61.5,57,605,4.31,4.34,2.66
34302,0.91,Very Good,J,VS1,62.1,55,3666,6.16,6.24,3.85
34303,0.32,Ideal,G,VVS1,61.3,60,732,4.39,4.42,2.7
34304,0.36,Ideal,H,VS2,61,57,587,4.59,4.63,2.81
34305,1.24,Ideal,G,VS1,60.1,58,9123,7.03,6.97,4.21
34306,0.72,Ideal,G,VVS1,62.2,54.4,3492,5.73,5.76,3.57
34307,0.3,Good,H,VVS1,63.4,55,684,4.28,4.3,2.72
34308,1.51,Ideal,G,SI1,61.6,56,8283,7.34,7.25,4.5
34309,0.28,Good,G,VS2,61.8,61,394,4.2,4.21,2.6
34310,1.07,Ideal,G,VVS2,62.4,54,8393,6.51,6.56,4.08
34311,0.7,Ideal,G,VS2,62.7,54,3172,5.65,5.7,3.65
34312,0.81,Good,G,VS2,62.9,58,3250,5.88,5.94,3.72
34313,0.4,Very Good,E,VVS2,62.3,57,1043,4.68,4.72,2.93
34314,0.72,Ideal,G,SI2,61.8,57,1866,5.73,5.69,3.53
34315,1.03,Ideal,F,VVS2,62,56,9245,6.45,6.48,4.01
