ID,carat,cut,color,clarity,depth,table,price,x,y,z
23851,0.32,Very Good,E,VVS2,62.4,56,744,4.34,4.38,2.72
23852,0.3,Good,F,IF,58.8,61,796,4.35,4.39,2.57
23853,0.8,Ideal,D,SI2,61.9,54,3682,5.98,5.96,3.7
23854,1.61,Premium,G,SI1,62.6,58,11303,7.48,7.45,4.67
23855,1.45,Very Good,J,SI1,62.4,57,6316,7.16,7.23,4.49
23856,0.52,Premium,E,SI1,59,59,1303,5.3,5.21,3.1
23857,0.39,Very Good,H,VVS2,62.4,57,784,4.67,4.7,2.92
23858,1,Fair,G,VS1,64.9,65,4455,6.31,6.18,4.05
23859,0.71,Very Good,G,VS1,63.5,56,2368,5.67,5.63,3.59
23860,0.5,Good,H,VS2,56.3,65,1239,5.21,5.24,2.94
23861,0.3,Ideal,E,SI2,60.9,59,401,4.29,4.32,2.62
23862,0.77,Ideal,D,SI1,60.8,57,3309,5.9,5.94,3.6
23863,0.48,Premium,H,SI1,61.9,58,990,5.04,5.01,3.11
23864,0.21,Premium,E,VS2,60.5,59,386,3.87,3.83,2.33
23865,0.5,Premium,E,VS2,61.8,58,1624,5.07,5.09,3.14
23866,1.03,Ideal,D,SI2,62.8,56,4764,6.46,6.43,4.05
23867,0.38,Ideal,D,SI1,62.2,54,1066,4.69,4.65,2.9
23868,0.31,Very Good,G,SI1,62.8,55,462,4.32,4.38,2.73
23869,0.31,Ideal,H,VVS1,61.5,54,707,4.36,4.39,2.69
23870,0.55,Very Good,E,VS2,58.1,62,1589,5.38,5.46,3.15
23871,0.38,Premium,F,VS2,60.9,56,1026,4.72,4.67,2.86
23872,0.5,Fair,F,SI2,65.5,54,1031,5.06,4.92,3.25
23873,0.5,Good,J,SI1,63.3,60,877,4.97,4.99,3.15
23874,0.33,Ideal,H,IF,62.1,54,838,4.44,4.48,2.77
23875,1.06,Very Good,G,SI1,61.3,60,5435,6.53,6.55,4.01
23876,0.3,Very Good,H,SI1,60.9,59,432,4.29,4.31,2.62
23877,0.35,Fair,F,VVS1,54.6,59,1011,4.85,4.79,2.63
23878,1.08,Premium,F,VS2,62.1,59,7637,6.59,6.54,4.08
23879,1.02,Ideal,F,SI2,61.4,56,4578,6.47,6.5,3.98
23880,0.8,Ideal,F,SI1,62.4,57,2890,5.9,5.87,3.67
23881,0.72,Ideal,H,SI2,61.5,56,2131,5.8,5.75,3.55
23882,0.3,Ideal,H,IF,61.5,56,789,4.31,4.34,2.66
23883,1.23,Premium,D,SI2,58,59,4470,7.02,6.97,4.06
23884,1,Premium,E,SI1,61.2,58,5040,6.39,6.35,3.9
23885,0.76,Very Good,J,VS1,59.3,63,2036,6.12,5.93,3.55
23886,2.18,Very Good,J,SI1,62.9,59,13812,8.21,8.25,5.18
23887,0.31,Ideal,I,VS1,62.8,57,628,4.32,4.28,2.7
23888,1.01,Ideal,F,VVS2,59.6,60,9040,6.56,6.52,3.9
23889,0.38,Premium,E,SI2,59.9,56,596,4.79,4.72,2.85
23890,0.9,Ideal,H,VS2,60.9,54,4871,6.19,6.22,3.78
23891,1.01,Good,F,VS1,59,62,6794,6.56,6.6,3.88
23892,0.71,Ideal,H,VVS1,62.1,57,2742,5.67,5.7,3.53
23893,0.32,Ideal,E,VS2,61.3,57,702,4.42,4.45,2.72
23894,0.26,Ideal,I,VS1,61.9,56,358,4.08,4.16,2.55
23895,0.51,Ideal,G,VVS1,61,57,2111,5.17,5.16,3.15
23896,0.3,Premium,E,VVS2,61.9,59,1013,4.32,4.27,2.66
23897,1.03,Very Good,H,SI2,62.3,57,4268,6.43,6.48,4.02
23898,1.51,Very Good,G,SI2,62.4,56,9069,7.25,7.29,4.54
23899,1,Good,G,SI1,63.3,60,4543,6.24,6.33,3.98
23900,0.83,Good,J,SI1,63.8,58,2195,5.95,5.97,3.8
23901,0.41,Very Good,G,SI1,63.4,57,861,4.73,4.7,2.99
23902,1.02,Good,E,VS1,63.9,56,7602,6.33,6.38,4.06
23903,0.36,Ideal,D,VS1,61.7,55,1131,4.58,4.6,2.83
23904,0.3,Very Good,E,VVS2,62.5,56,742,4.28,4.3,2.68
23905,1.01,Very Good,D,SI1,61.5,54,5132,6.4,6.47,3.96
23906,1.64,Very Good,G,SI2,60.9,57,8794,7.57,7.61,4.62
23907,1.33,Premium,I,VS1,61.5,58,6963,7.02,7.06,4.33
23908,0.43,Very Good,G,SI2,61.3,56.2,729,4.87,4.89,2.99
23909,2.02,Very Good,D,SI2,60.6,57,15334,8.19,8.25,4.98
23910,0.7,Premium,F,VS2,62.5,56,2648,5.67,5.63,3.53
23911,0.34,Ideal,E,VVS1,62.2,54,973,4.52,4.55,2.82
23912,1.01,Ideal,G,SI1,61.8,57,4588,6.41,6.46,3.98
23913,0.4,Premium,G,SI1,62.8,60,900,4.7,4.66,2.94
23914,0.34,Premium,H,VS2,59,59,689,4.61,4.55,2.7
23915,1.6,Premium,I,VS2,60.2,58,9784,7.63,7.56,4.57
23916,0.32,Ideal,E,IF,62.9,54,1018,4.37,4.41,2.76
23917,0.58,Ideal,F,VS2,62.1,55,1666,5.33,5.37,3.32
23918,0.61,Very Good,H,VS2,63.3,57.5,1590,5.38,5.4,3.41
23919,0.7,Premium,G,VS2,58.2,60,2328,5.84,5.78,3.38
23920,1,Very Good,G,VVS1,57.8,59,7725,6.59,6.63,3.82
23921,1.52,Ideal,I,VS1,62.9,60,10214,7.31,7.27,4.59
23922,1.05,Ideal,I,VS2,62.2,55.8,6279,6.49,6.52,4.04
23923,1.02,Very Good,F,VS2,63.3,59,6597,6.4,6.37,4.04
23924,0.31,Ideal,E,SI1,62.4,57,698,4.34,4.31,2.7
23925,0.74,Ideal,H,SI2,62.1,57,2327,5.75,5.81,3.59
23926,2.23,Premium,J,SI1,62.4,59,14258,8.36,8.33,5.21
23927,0.79,Premium,E,VS2,59.4,60,3230,6.08,6.05,3.6
23928,0.41,Premium,I,SI2,61.6,59,692,4.79,4.76,2.94
23929,0.32,Premium,I,VS1,61.3,58,505,4.35,4.39,2.68
23930,1.04,Fair,G,VS1,64.9,58,5633,6.36,6.33,4.12
23931,1.01,Premium,G,SI1,62.5,60,4672,6.39,6.34,3.98
23932,0.42,Ideal,G,IF,62.6,53,1289,4.79,4.82,3.01
23933,0.31,Ideal,D,VS2,62.5,56,734,4.34,4.36,2.72
23934,0.76,Very Good,F,SI1,62.7,57,2533,5.81,5.86,3.66
23935,0.71,Ideal,J,SI2,61.3,56,1901,5.73,5.78,3.53
23936,0.9,Very Good,G,SI1,62.4,59,4320,6.1,6.15,3.82
23937,1.04,Ideal,G,SI2,60.4,58,4566,6.56,6.62,3.98
23938,1,Good,D,SI2,64.3,60,3965,6.22,6.19,3.99
23939,0.7,Premium,G,SI2,61.3,58,2100,5.75,5.67,3.5
23940,0.45,Good,G,VS1,60.7,60.4,1246,4.94,4.98,3.01
23941,0.31,Good,I,VS2,63.1,54,435,4.31,4.34,2.73
23942,0.6,Premium,E,SI1,59.4,60,1771,5.57,5.51,3.29
23943,0.42,Ideal,G,VVS2,62.3,53,961,4.83,4.86,3.02
23944,0.9,Good,I,VS2,63.7,61,3246,6.1,6.06,3.87
23945,1.7,Very Good,G,VS2,61.9,55,18107,7.64,7.68,4.74
23946,0.9,Good,E,SI1,60.7,63,4173,6.07,6.13,3.7
23947,0.8,Good,G,VS1,63.2,60.1,3283,5.77,5.85,3.67
23948,1.6,Premium,G,VVS1,61.5,58,17204,7.48,7.58,4.63
23949,0.34,Ideal,D,IF,62.1,57,2287,4.46,4.52,2.79
23950,0.74,Ideal,D,SI1,62.2,56,2723,5.82,5.78,3.61
23951,0.7,Premium,F,SI2,60.6,57,1806,5.81,5.74,3.5
23952,0.71,Good,E,SI2,57.5,58,1783,5.91,5.89,3.39
23953,1.06,Very Good,H,SI2,62.8,57,4372,6.49,6.57,4.1
23954,1.02,Very Good,G,VS2,62.1,59,6058,6.41,6.47,4
23955,0.41,Premium,G,SI1,61.7,59,923,4.73,4.71,2.91
23956,0.75,Very Good,J,SI1,63.1,57,1958,5.79,5.74,3.64
23957,0.41,Premium,F,VS1,59.9,58,1076,4.84,4.81,2.89
23958,0.4,Very Good,D,VS1,64.2,57,967,4.67,4.7,3.01
23959,0.31,Ideal,H,VS2,62.6,57,489,4.34,4.38,2.73
23960,0.33,Premium,G,VS1,61.6,58,854,4.44,4.39,2.72
23961,0.31,Ideal,E,SI2,59.5,61,421,4.42,4.45,2.64
23962,0.46,Ideal,I,VS2,62.2,54.7,893,4.95,4.97,3.09
23963,1.16,Ideal,F,VVS2,60.5,58,10850,6.77,6.85,4.12
23964,0.3,Ideal,I,SI1,61.3,56,506,4.33,4.32,2.65
23965,0.5,Very Good,F,VVS2,63,57,2052,5.01,5.05,3.17
23966,1.21,Premium,H,SI2,60.9,61,5218,6.88,6.82,4.17
23967,1.5,Very Good,E,VS2,62.1,60,14256,7.27,7.31,4.53
23968,0.33,Ideal,H,SI1,60.6,56,564,4.46,4.49,2.72
23969,0.3,Ideal,F,VS2,61.6,57,605,4.3,4.33,2.66
23970,1.52,Ideal,E,VS2,62.4,55,15488,7.42,7.32,4.6
23971,0.34,Good,F,SI2,63.5,56,447,4.44,4.48,2.83
23972,0.71,Ideal,D,SI2,61.3,57,2610,5.71,5.78,3.52
23973,1.24,Ideal,F,VS1,60.9,54,10138,6.98,6.95,4.24
23974,0.34,Premium,I,VS1,61,60,689,4.51,4.48,2.74
23975,0.96,Fair,E,SI2,57.7,67,3674,6.49,6.46,3.73
23976,0.52,Ideal,G,VVS1,61.6,55,2063,5.14,5.18,3.18
23977,2.11,Very Good,D,SI2,60.9,60,18407,8.21,8.28,5.02
23978,2.03,Premium,G,SI2,60.1,60,17393,8.27,8.2,4.95
23979,1,Very Good,H,VS2,63.3,60,4514,6.31,6.22,3.97
23980,0.33,Very Good,E,SI1,63,54,579,4.38,4.42,2.77
23981,0.65,Ideal,E,SI1,61.8,55,1862,5.57,5.6,3.45
23982,1.75,Ideal,J,SI1,63.3,59,8840,7.63,7.57,4.81
23983,1.51,Very Good,G,SI2,62.8,56,8637,7.22,7.3,4.56
23984,0.42,Ideal,I,VVS1,62.4,57,945,4.83,4.79,3
23985,0.71,Ideal,E,SI1,62,56,2308,5.72,5.77,3.56
23986,1.01,Very Good,I,VS2,61.9,61,4626,6.36,6.41,3.95
23987,0.32,Premium,D,SI1,62.6,58,756,4.36,4.33,2.72
23988,0.33,Premium,H,VS1,59.2,58,743,4.55,4.5,2.68
23989,0.3,Premium,E,SI1,61.8,60,675,4.28,4.23,2.63
23990,0.52,Very Good,I,VS1,61.4,57,1282,5.17,5.19,3.18
23991,0.9,Ideal,D,SI1,62.6,55,4819,6.1,6.16,3.84
23992,0.94,Ideal,G,VVS1,62.4,58,6488,6.22,6.27,3.9
23993,0.57,Ideal,F,VVS2,61.6,57,2322,5.32,5.36,3.29
23994,1.3,Premium,F,VS1,61,59,10930,7.05,7.08,4.31
23995,0.41,Ideal,D,SI1,61.7,54,1015,4.79,4.78,2.95
23996,0.41,Ideal,F,VS1,62,56,1007,4.77,4.81,2.97
23997,1.21,Ideal,G,VVS2,61.3,57,10568,6.83,6.85,4.19
23998,1.2,Very Good,F,VS2,61.8,58,9007,6.75,6.78,4.18
23999,0.71,Good,F,VS1,61.8,57,3701,5.73,5.76,3.55
24000,0.34,Ideal,I,VS1,62.4,55,689,4.51,4.47,2.8
24001,0.52,Ideal,E,VS2,61.3,57,1576,5.19,5.22,3.19
24002,0.73,Very Good,F,SI1,61.6,62,2326,5.71,5.76,3.53
24003,0.23,Very Good,F,VVS2,60.4,61,465,3.92,3.96,2.38
24004,0.3,Very Good,D,VS1,60.1,58,666,4.35,4.37,2.62
24005,0.41,Ideal,F,IF,62.1,55,1439,4.76,4.81,2.97
24006,0.53,Ideal,E,VS2,62.7,54,1721,5.15,5.18,3.24
24007,0.3,Ideal,E,VS2,61.7,58,621,4.27,4.29,2.64
24008,0.32,Ideal,D,VVS1,61.8,56,1140,4.41,4.39,2.72
24009,1.01,Premium,F,VVS1,62.5,58,7882,6.41,6.35,3.99
24010,0.59,Ideal,D,SI1,61.2,56,1694,5.38,5.43,3.31
24011,0.36,Premium,G,SI2,59.3,59,608,4.66,4.62,2.75
24012,0.74,Ideal,I,VS2,61.9,57,2374,5.83,5.81,3.6
24013,0.31,Ideal,D,VVS2,61.5,56,828,4.39,4.43,2.71
24014,0.41,Ideal,I,VVS1,61.3,56,1107,4.85,4.8,2.96
24015,0.3,Premium,E,SI1,61.8,60,675,4.28,4.23,2.63
24016,0.9,Good,D,VS2,57.9,62,3604,6.33,6.24,3.64
24017,0.82,Good,H,VS2,62.4,54,2947,5.97,6.04,3.75
24018,0.7,Very Good,F,VS2,58.9,58,2362,5.77,5.8,3.41
24019,0.73,Ideal,D,SI2,62.4,56,2504,5.72,5.75,3.58
24020,0.91,Fair,F,VS2,58,56,4474,6.34,6.41,3.7
24021,2.03,Premium,I,VS2,58.5,60,16309,8.37,8.34,4.89
24022,0.7,Good,E,VS1,57.2,62,2782,5.81,5.77,3.31
24023,0.91,Premium,G,SI1,61.8,60,3975,6.21,6.18,3.83
24024,0.91,Fair,H,SI2,61.3,67,2825,6.24,6.19,3.81
24025,0.3,Ideal,H,VS2,61.9,54.6,486,4.27,4.33,2.67
24026,0.54,Ideal,I,VS1,63.1,55,1453,5.18,5.22,3.27
24027,0.3,Fair,F,VS2,56.3,64,729,4.44,4.39,2.5
24028,0.3,Very Good,G,SI2,63.3,57,506,4.28,4.25,2.7
24029,0.3,Ideal,E,VVS1,62,58,862,4.28,4.3,2.66
24030,1.02,Ideal,G,VS1,62.8,55,7574,6.45,6.41,4.04
24031,0.33,Ideal,E,VVS2,61,54,741,4.49,4.52,2.75
24032,0.56,Very Good,E,VS2,62.1,57,1819,5.27,5.3,3.28
24033,0.54,Ideal,H,SI1,61,56,1154,5.24,5.28,3.21
24034,0.3,Premium,H,VS1,60,60,576,4.4,4.3,2.61
24035,1,Premium,G,VS1,61.2,58,6462,6.49,6.38,3.94
24036,0.73,Very Good,D,SI1,62.2,57,2197,5.74,5.78,3.58
24037,0.4,Ideal,H,VVS1,62.2,55,1088,4.75,4.7,2.94
24038,0.43,Very Good,G,VS2,59.1,60,867,4.88,4.93,2.9
24039,0.77,Good,G,SI1,63.7,54,2373,5.85,5.8,3.71
24040,1.12,Premium,I,SI1,62,56,4641,6.73,6.65,4.15
24041,0.38,Premium,H,VVS2,62,58,1069,4.64,4.62,2.87
24042,1.01,Very Good,H,SI1,63.4,55,4249,6.32,6.27,3.99
24043,0.65,Good,F,SI1,58.1,61,1843,5.66,5.74,3.31
24044,1.02,Ideal,G,SI1,60.3,56,4708,6.57,6.54,3.95
24045,0.51,Ideal,G,VVS2,62.7,55,1976,5.08,5.1,3.19
24046,0.36,Premium,F,SI1,61.6,60,770,4.61,4.54,2.82
24047,0.52,Ideal,E,VS2,61.3,56,1621,5.17,5.21,3.18
24048,0.83,Very Good,J,VS2,60.5,55,2444,6.08,6.11,3.69
24049,1.02,Premium,D,SI2,62.5,59,4818,6.38,6.43,4
24050,0.7,Very Good,H,SI2,63.1,55,1995,5.71,5.66,3.59
24051,0.89,Ideal,F,SI1,62.1,55,4127,6.15,6.18,3.83
24052,0.32,Premium,F,VS2,59.5,60,602,4.46,4.48,2.66
24053,1.6,Premium,G,VVS1,61.5,58,17204,7.48,7.58,4.63
24054,0.5,Ideal,H,VS2,61.3,56,1349,5.12,5.16,3.15
24055,0.68,Very Good,E,SI2,63.1,54.5,1821,5.61,5.64,3.55
24056,0.41,Premium,G,VS2,59.8,61,1061,4.82,4.78,2.87
24057,1.2,Ideal,J,SI2,61.7,56,4659,6.79,6.87,4.21
24058,1.03,Very Good,H,SI1,63.4,62,4406,6.46,6.27,4.05
24059,1.04,Very Good,G,VS2,62.8,56,6424,6.42,6.48,4.05
24060,0.43,Ideal,E,SI1,62.3,57,1016,4.82,4.78,2.99
24061,1.47,Premium,G,VS2,62.8,57,11113,7.27,7.22,4.55
24062,2.01,Ideal,I,SI2,62.1,57,12338,8.07,8.03,5
24063,1.01,Premium,E,SI2,58.6,58,4308,6.66,6.62,3.89
24064,1,Very Good,F,SI2,61.6,61,4372,6.33,6.36,3.91
24065,1.21,Very Good,H,VS1,63.3,58,6871,6.77,6.72,4.27
24066,0.33,Ideal,F,VS2,61.2,54,854,4.49,4.47,2.74
24067,0.32,Premium,H,SI1,61.3,60,449,4.36,4.42,2.69
24068,0.33,Ideal,I,SI1,63,57,557,4.39,4.37,2.76
24069,0.4,Ideal,H,IF,62.7,57,1238,4.7,4.68,2.94
24070,0.36,Ideal,E,VS2,61.9,56,789,4.56,4.59,2.83
24071,0.29,Very Good,D,VVS2,59.1,61,600,4.33,4.37,2.57
24072,0.31,Ideal,G,IF,61.8,54,891,4.36,4.38,2.7
24073,1.09,Ideal,H,VS2,62.9,58,6453,6.56,6.51,4.11
24074,2.18,Good,H,SI1,63.8,57,12825,8.24,8.17,5.23
24075,1.06,Premium,G,SI2,61.9,60,4571,6.53,6.52,4.04
24076,0.41,Ideal,F,VS2,62.7,57,863,4.73,4.78,2.98
24077,0.72,Ideal,E,SI1,62.1,54,2688,5.76,5.8,3.59
24078,0.43,Very Good,I,VVS2,62.8,58,850,4.8,4.82,3.02
24079,0.92,Premium,G,SI2,62.3,59,3318,6.2,6.15,3.85
24080,0.7,Very Good,E,SI1,58.7,60,2239,5.85,5.88,3.44
24081,1.29,Ideal,J,SI1,61.6,57,5237,7,7.06,4.33
24082,0.3,Ideal,E,VVS2,61.7,57,789,4.31,4.34,2.67
24083,0.38,Ideal,I,VVS2,62,55,721,4.64,4.69,2.89
24084,1,Very Good,F,SI1,63.4,61,4939,6.35,6.29,4.01
24085,0.33,Very Good,F,VVS1,62,56,859,4.41,4.44,2.74
24086,0.35,Very Good,F,SI1,63.1,56,748,4.51,4.46,2.83
24087,1.04,Ideal,H,SI2,62.2,56,4077,6.51,6.48,4.04
24088,0.3,Very Good,E,VVS2,62.4,57,759,4.28,4.31,2.68
24089,0.76,Premium,D,VS2,60.9,58,2977,5.9,5.85,3.58
24090,1.15,Very Good,D,VS1,62.9,54,7978,6.72,6.69,4.22
24091,1.01,Good,G,SI2,63.7,58,3852,6.31,6.35,4.03
24092,1.02,Ideal,E,SI2,61.6,56,4465,6.48,6.55,3.99
24093,0.77,Ideal,H,SI1,62.4,56,2875,5.84,5.9,3.66
24094,0.3,Premium,G,VVS2,60.4,60,819,4.34,4.3,2.61
24095,0.53,Ideal,H,SI1,62.5,56,1236,5.15,5.19,3.23
24096,1.51,Good,H,VS2,63.8,56,7949,7.24,7.17,4.6
24097,0.34,Premium,H,VS1,60.8,59,765,4.53,4.48,2.74
24098,1.1,Ideal,H,VS2,60.5,57,5347,6.73,6.7,4.06
24099,0.7,Ideal,G,VS1,61.1,56,3017,5.72,5.74,3.5
24100,0.31,Premium,E,SI1,63,59,698,4.31,4.26,2.7
24101,1.01,Good,F,SI2,62.7,61,3886,6.28,6.38,3.97
24102,0.41,Good,I,VVS2,63.9,55,1061,4.74,4.71,3.02
24103,1.56,Ideal,G,VS2,62.2,54,12800,0,0,0
24104,1.04,Very Good,F,SI2,63.1,60,4508,6.42,6.35,4.03
24105,0.71,Ideal,J,VS1,62.3,55,2085,5.7,5.73,3.56
24106,1.25,Very Good,G,VVS1,60.2,58,11589,6.97,7.04,4.22
24107,0.61,Good,E,I1,63.4,57.1,1168,5.37,5.43,3.42
24108,1.24,Ideal,G,VS1,61.8,55,10946,6.85,6.89,4.25
24109,0.5,Very Good,E,I1,63.1,61,720,5.04,4.97,3.16
24110,1.09,Very Good,G,VS2,60.9,56,6388,6.67,6.7,4.07
24111,1.53,Ideal,I,SI1,62.4,57,8981,7.33,7.37,4.59
24112,1,Good,H,SI2,62.7,58,4125,6.31,6.33,3.96
24113,1.05,Good,H,SI2,63.9,56,3822,6.44,6.37,4.09
24114,1.21,Premium,I,SI1,60.6,56,5556,6.97,6.89,4.2
24115,1.2,Very Good,H,VS1,62,57,6177,6.77,6.81,4.21
24116,1.14,Premium,D,SI1,60.5,59,5809,6.79,6.73,4.09
24117,0.7,Very Good,H,SI1,62.7,56,2107,5.6,5.62,3.52
24118,1.07,Premium,F,SI1,61.7,58,5042,6.54,6.61,4.06
24119,0.31,Good,G,SI1,63.6,57,462,4.29,4.33,2.74
24120,0.71,Ideal,E,SI1,61.3,57,2704,5.81,5.78,3.55
24121,2.03,Ideal,H,SI2,61.8,56,15143,8.1,8.15,5.02
24122,0.72,Ideal,G,SI1,61.9,54,2548,5.78,5.81,3.59
24123,0.8,Premium,E,SI2,59.9,58,2939,6.03,5.96,3.59
24124,1.5,Premium,F,SI2,62.4,58,7056,7.31,7.24,4.54
24125,0.93,Ideal,F,SI2,62,57,3266,6.31,6.28,3.9
24126,0.55,Very Good,G,SI1,60.1,61,1316,5.32,5.29,3.19
24127,0.33,Ideal,E,VS2,61.3,55,928,4.48,4.46,2.74
24128,0.41,Premium,F,SI2,59,58,775,4.89,4.87,2.88
24129,0.52,Premium,F,SI1,59.5,59,1338,5.31,5.24,3.14
24130,0.56,Ideal,G,VS2,62,55,1616,5.28,5.33,3.29
24131,0.32,Premium,F,VS2,59.4,58,828,4.48,4.44,2.65
24132,0.41,Ideal,G,VS2,62.1,57,827,4.72,4.78,2.95
24133,2.09,Premium,H,SI1,60.5,61,12063,8.32,8.25,5.01
24134,1.75,Very Good,E,SI1,60.3,61,15255,7.74,7.82,4.69
24135,1.16,Premium,H,SI2,62.1,58,3573,6.72,6.65,4.15
24136,0.3,Ideal,G,VVS1,61.1,57,764,4.32,4.35,2.65
24137,0.24,Very Good,D,VS1,62.2,58,419,3.95,3.99,2.47
24138,0.91,Fair,D,SI2,62.5,66,3079,6.08,6.01,3.78
24139,0.51,Ideal,F,SI1,61.1,57,1580,5.14,5.17,3.15
24140,0.3,Ideal,I,SI1,61.7,57,422,4.3,4.32,2.66
24141,0.52,Good,G,SI1,63.6,56,1244,5.07,5.09,3.23
24142,1.21,Premium,H,SI1,62.4,56,6566,6.83,6.79,4.25
24143,1,Premium,H,VS2,59.7,59,5139,6.57,6.52,3.91
24144,0.32,Premium,F,VVS1,60.7,58,1294,4.43,4.4,2.68
24145,0.31,Premium,E,SI2,60.9,60,558,4.38,4.35,2.66
24146,0.71,Ideal,F,VS1,62.1,56,3457,5.69,5.75,3.55
24147,0.56,Ideal,H,VS1,62.8,56,1698,5.28,5.23,3.3
24148,0.5,Ideal,E,SI1,61.9,55,1409,5.18,5.12,3.19
24149,0.23,Ideal,F,VS1,61.1,56,548,3.97,3.99,2.43
24150,0.6,Premium,D,SI1,60.4,60,1896,5.44,5.48,3.3
24151,0.59,Premium,E,SI2,61.4,59,1229,5.4,5.32,3.29
24152,1.12,Premium,G,VVS2,62.6,59,8721,6.61,6.58,4.13
24153,0.32,Premium,G,VS2,62.3,58,720,4.41,4.36,2.73
24154,0.64,Very Good,G,SI1,64,53.8,1665,5.49,5.53,3.53
24155,0.34,Ideal,F,VS2,62.1,56,686,4.45,4.47,2.77
24156,0.5,Ideal,F,IF,62,55,2645,5.09,5.13,3.17
24157,0.51,Premium,D,SI1,60.1,60,1687,5.18,5.14,3.1
24158,0.42,Ideal,G,VS1,61.8,56,984,4.84,4.8,2.98
24159,0.51,Very Good,G,IF,62.6,56,2102,5.09,5.13,3.2
24160,1,Good,E,VS2,63.1,56,6776,6.37,6.41,4.03
24161,1.08,Very Good,G,SI2,59.8,57,4241,6.66,6.72,4
24162,0.32,Very Good,H,VS1,63,57,561,4.32,4.35,2.73
24163,0.32,Ideal,H,VS2,60.8,56,523,4.46,4.49,2.72
24164,1.53,Premium,F,SI2,62.7,60,9596,7.34,7.28,4.58
24165,0.32,Premium,E,SI1,62.8,57,720,4.39,4.34,2.74
24166,1.05,Very Good,I,VS2,63.2,56,4895,6.47,6.51,4.1
24167,0.43,Premium,D,SI1,61.2,58,830,4.83,4.87,2.97
24168,1.01,Good,E,SI1,64.2,59,5232,6.27,6.19,4
24169,1.25,Very Good,H,VS2,63.3,57,7525,6.87,6.82,4.33
24170,0.51,Ideal,D,VS1,61.7,54,1845,5.15,5.12,3.17
24171,0.4,Premium,E,SI1,60.9,60,737,4.75,4.77,2.9
24172,1.51,Premium,J,VS2,59.2,59,7553,7.53,7.47,4.44
24173,0.54,Ideal,E,VVS2,61.5,57,2776,5.24,5.26,3.23
24174,0.31,Ideal,H,SI1,62,53.9,491,4.35,4.39,2.7
24175,0.54,Ideal,F,VS2,61,56,1615,5.27,5.32,3.23
24176,2.06,Premium,G,SI2,61.8,58,16587,8.15,8.1,5.02
24177,0.71,Ideal,J,SI1,60.6,57,2700,5.78,5.83,3.52
24178,1.22,Fair,G,SI2,64.7,61,3763,6.75,6.68,4.34
24179,1,Good,G,VS2,56.7,62,4838,6.64,6.59,3.75
24180,1.06,Premium,F,VS1,58.8,60,7679,6.76,6.68,3.95
24181,1.08,Very Good,G,VS2,63.2,60,6096,6.53,6.44,4.1
24182,0.91,Ideal,J,VS2,61.9,58,3299,6.18,6.22,3.84
24183,0.4,Ideal,D,VS1,60.6,56,1072,4.82,4.78,2.91
24184,0.77,Ideal,H,VS2,61.3,56,3996,5.91,5.94,3.63
24185,0.37,Ideal,H,VVS1,62.3,56,810,4.56,4.59,2.85
24186,2.13,Ideal,I,SI2,62.6,56,12356,8.21,8.14,5.12
24187,0.7,Ideal,G,SI2,62.4,55,2232,5.66,5.72,3.55
24188,0.76,Good,I,SI1,64.1,59,1914,5.73,5.75,3.68
24189,1.51,Very Good,H,SI2,60.8,56,8372,7.41,7.46,4.52
24190,0.27,Ideal,G,VS1,62.3,56,490,4.14,4.16,2.58
24191,1.65,Premium,D,SI1,60.4,60,11310,7.63,7.58,4.59
24192,0.71,Ideal,H,SI1,62,57,2368,5.73,5.76,3.56
24193,1.21,Premium,H,SI2,58.2,59,5082,7.05,7.03,4.1
24194,0.7,Premium,H,VVS2,62.1,58,2513,5.66,5.71,3.53
24195,0.52,Very Good,G,VVS1,61.9,61,2045,5.11,5.13,3.17
24196,0.57,Ideal,H,SI1,61.8,54,1292,5.35,5.37,3.31
24197,1.01,Fair,D,SI1,64.4,61,5147,6.17,6.13,3.96
24198,0.31,Premium,H,VVS2,61.9,58,802,4.36,4.33,2.69
24199,1.01,Premium,G,VS2,62,59,6108,6.41,6.36,3.96
24200,0.75,Ideal,E,VS2,62.4,57,3263,5.76,5.81,3.61
24201,0.52,Ideal,E,VS2,61.3,54,1646,5.21,5.2,3.19
24202,0.37,Good,F,VS2,63.3,56,746,4.56,4.63,2.91
24203,0.7,Ideal,E,SI1,61.1,56,2728,5.76,5.79,3.53
24204,0.7,Ideal,D,VS1,61.4,57,4323,5.71,5.76,3.52
24205,1.23,Ideal,F,SI2,62.1,57,4819,6.83,6.8,4.23
24206,0.34,Premium,G,SI1,59.7,59,650,4.54,4.5,2.7
24207,0.24,Very Good,D,VS2,61.4,60,373,3.98,4,2.45
24208,0.26,Ideal,E,VVS2,61.5,56,769,4.11,4.08,2.52
24209,0.3,Ideal,E,VVS1,62,57,916,4.27,4.31,2.66
24210,0.54,Ideal,F,SI1,62.1,57,1385,5.22,5.24,3.25
24211,0.31,Very Good,H,IF,61.3,55,778,4.37,4.4,2.69
24212,1.22,Premium,H,VS2,62.7,59,6184,6.82,6.81,4.27
24213,0.33,Premium,H,VS1,61,59,579,4.45,4.5,2.73
24214,0.3,Ideal,J,VS2,61.9,56,491,4.3,4.33,2.67
24215,0.4,Very Good,G,SI1,60,63,702,4.76,4.8,2.87
24216,0.24,Very Good,E,VVS1,62.8,59,485,3.94,3.96,2.48
24217,2.26,Premium,H,SI1,60.3,58,18426,8.56,8.51,5.15
