id,age, workclass, fnlwgt, education, education-num, marital-status, occupation, relationship, ethnicity, sex, capital-gain, capital-loss, hours-per-week, native-country, label(IsOver5falseK)
32175,44, Self-emp-not-inc,157217, Bachelors,13, Never-married, Sales, Not-in-family, White, Male,0,0,42, United-States,FALSE
32176,31, Federal-gov,381645, Bachelors,13, Separated, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States,FALSE
32177,41, Local-gov,160785, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,FALSE
32178,43, Private,133584, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,FALSE
32179,43, Private,170230, Masters,14, Never-married, Tech-support, Not-in-family, White, Female,0,0,40, United-States,FALSE
32180,58, Private,250206, 10th,6, Married-civ-spouse, Craft-repair, Husband, White, Male,5178,0,40, United-States,TRUE
32181,19, Private,128363, Some-college,10, Never-married, Sales, Own-child, White, Female,0,0,30, United-States,FALSE
32182,43, Local-gov,163434, Bachelors,13, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,55, United-States,TRUE
32183,50, Private,195690, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,45, United-States,FALSE
32184,44, Self-emp-inc,138991, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States,TRUE
32185,46, Private,118419, HS-grad,9, Divorced, Machine-op-inspct, Unmarried, White, Male,0,0,38, United-States,FALSE
32186,52, Self-emp-not-inc,185407, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States,TRUE
32187,52, Self-emp-not-inc,283079, HS-grad,9, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States,FALSE
32188,18, Private,119655, 12th,8, Never-married, Adm-clerical, Own-child, White, Female,0,0,12, United-States,FALSE
32189,29, Private,153416, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,55, United-States,FALSE
32190,19, ?,204868, HS-grad,9, Married-civ-spouse, ?, Wife, White, Female,0,0,36, United-States,FALSE
32191,34, Private,220362, Bachelors,13, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, United-States,FALSE
32192,23, Local-gov,203078, Some-college,10, Married-civ-spouse, Protective-serv, Husband, Black, Male,0,0,40, United-States,FALSE
32193,64, State-gov,104361, Some-college,10, Separated, Adm-clerical, Not-in-family, White, Female,0,0,65, United-States,FALSE
32194,68, Private,274096, 10th,6, Divorced, Transport-moving, Not-in-family, White, Male,0,0,20, United-States,FALSE
32195,42, State-gov,455553, HS-grad,9, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States,FALSE
32196,41, Private,112283, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States,TRUE
32197,41, Self-emp-inc,64506, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States,FALSE
32198,22, State-gov,24395, Some-college,10, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,20, United-States,FALSE
32199,67, Self-emp-inc,182581, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,20051,0,20, United-States,TRUE
32200,27, Private,100669, Some-college,10, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Philippines,TRUE
32201,25, Private,178025, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,FALSE
32202,49, ?,113913, HS-grad,9, Married-civ-spouse, ?, Wife, White, Female,0,0,60, United-States,FALSE
32203,28, Private,55191, Assoc-acdm,12, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,45, United-States,FALSE
32204,51, Federal-gov,223206, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,15024,0,40, Vietnam,TRUE
32205,23, Local-gov,162551, Bachelors,13, Never-married, Prof-specialty, Own-child, Asian-Pac-Islander, Female,0,0,35, China,FALSE
32206,19, Private,693066, 12th,8, Never-married, Other-service, Own-child, White, Female,0,0,15, United-States,FALSE
32207,72, ?,96867, 5th-6th,3, Widowed, ?, Not-in-family, White, Female,0,0,40, United-States,FALSE
32208,33, Private,256362, Some-college,10, Never-married, Other-service, Not-in-family, White, Male,0,0,35, United-States,FALSE
32209,53, Private,539864, Some-college,10, Divorced, Craft-repair, Not-in-family, White, Male,0,0,20, United-States,FALSE
32210,35, Private,241153, Assoc-voc,11, Never-married, Tech-support, Not-in-family, White, Male,0,0,40, United-States,FALSE
32211,31, Private,284395, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,FALSE
32212,18, Private,180039, 12th,8, Never-married, Sales, Own-child, White, Female,0,0,20, United-States,FALSE
32213,45, Private,178416, Assoc-voc,11, Divorced, Handlers-cleaners, Not-in-family, White, Female,0,0,40, United-States,FALSE
32214,28, Private,175710, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,30, ?,FALSE
32215,22, Local-gov,164775, 5th-6th,3, Never-married, Handlers-cleaners, Other-relative, White, Male,0,0,40, Guatemala,TRUE
32216,55, Private,176897, Some-college,10, Divorced, Tech-support, Not-in-family, White, Male,0,0,40, United-States,FALSE
32217,45, Private,265097, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0,1902,40, United-States,TRUE
32218,22, Private,193090, HS-grad,9, Never-married, Sales, Not-in-family, White, Female,0,0,37, United-States,FALSE
32219,37, Private,186009, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1672,60, United-States,FALSE
32220,28, Private,175262, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States,FALSE
32221,19, Private,109928, 11th,7, Never-married, Sales, Own-child, Black, Female,0,0,35, United-States,FALSE
32222,37, Self-emp-not-inc,162834, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,1902,45, United-States,TRUE
32223,50, Private,177896, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,TRUE
32224,31, Private,181372, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female,0,0,35, United-States,FALSE
32225,40, Private,70645, Preschool,1, Never-married, Other-service, Not-in-family, White, Female,0,0,20, United-States,FALSE
32226,51, Private,128272, 9th,5, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,45, United-States,FALSE
32227,56, Private,106723, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,FALSE
32228,21, Private,122348, Some-college,10, Never-married, Tech-support, Own-child, White, Female,0,0,35, United-States,FALSE
32229,40, Private,177905, Assoc-voc,11, Married-civ-spouse, Exec-managerial, Husband, White, Male,7688,0,44, United-States,TRUE
32230,22, Private,254547, Some-college,10, Never-married, Exec-managerial, Unmarried, Black, Female,0,0,40, Jamaica,FALSE
32231,47, Self-emp-inc,102308, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,2415,45, United-States,TRUE
32232,44, Private,33105, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States,FALSE
32233,30, Private,215441, Some-college,10, Never-married, Adm-clerical, Not-in-family, Other, Male,0,0,40, ?,FALSE
32234,44, Local-gov,197919, Some-college,10, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States,FALSE
32235,41, Private,206139, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,TRUE
32236,47, Private,117849, Assoc-acdm,12, Divorced, Sales, Own-child, White, Male,0,0,44, United-States,FALSE
32237,26, Private,323044, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, Germany,TRUE
32238,34, Private,90415, Assoc-voc,11, Never-married, Tech-support, Not-in-family, Black, Male,0,0,40, United-States,FALSE
32239,47, Private,294913, Prof-school,15, Married-civ-spouse, Exec-managerial, Husband, White, Male,99999,0,40, United-States,TRUE
32240,36, Private,127573, HS-grad,9, Separated, Adm-clerical, Not-in-family, White, Female,0,0,38, United-States,FALSE
32241,21, Private,180190, Assoc-voc,11, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,46, United-States,FALSE
32242,45, State-gov,231013, Bachelors,13, Divorced, Protective-serv, Not-in-family, White, Male,0,0,40, United-States,FALSE
32243,33, Private,356015, HS-grad,9, Separated, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,0,35, Hong,FALSE
32244,33, Private,198069, HS-grad,9, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,65, United-States,FALSE
32245,58, Self-emp-not-inc,99141, HS-grad,9, Divorced, Farming-fishing, Unmarried, White, Female,0,0,10, United-States,FALSE
32246,31, Private,188246, Assoc-acdm,12, Divorced, Craft-repair, Not-in-family, White, Male,0,0,50, United-States,TRUE
32247,32, Self-emp-not-inc,116508, Some-college,10, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States,TRUE
32248,44, Federal-gov,38434, Bachelors,13, Widowed, Exec-managerial, Unmarried, White, Female,0,0,40, United-States,TRUE
32249,24, Private,128477, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States,FALSE
32250,35, Private,91839, Bachelors,13, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Male,7688,0,20, United-States,TRUE
32251,43, Private,409922, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,50, United-States,TRUE
32252,49, Private,185041, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,FALSE
32253,37, Self-emp-not-inc,103925, Bachelors,13, Married-civ-spouse, Sales, Wife, White, Female,0,0,50, United-States,FALSE
32254,42, Self-emp-not-inc,34037, Bachelors,13, Never-married, Farming-fishing, Own-child, White, Male,0,0,35, United-States,FALSE
32255,31, Private,251659, Some-college,10, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,1485,55, ?,TRUE
32256,19, Private,57145, HS-grad,9, Never-married, Other-service, Own-child, White, Female,0,0,25, United-States,FALSE
32257,41, Private,182108, Doctorate,16, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States,TRUE
32258,51, Self-emp-inc,213296, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,30, United-States,FALSE
32259,51, Self-emp-inc,28765, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States,TRUE
32260,63, Private,37792, 10th,6, Widowed, Other-service, Not-in-family, White, Female,0,0,31, United-States,FALSE
32261,39, Federal-gov,232036, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States,TRUE
32262,30, Private,33678, HS-grad,9, Never-married, Sales, Own-child, White, Male,0,0,40, United-States,FALSE
32263,62, Without-pay,159908, Some-college,10, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,16, United-States,FALSE
32264,27, Private,176761, HS-grad,9, Never-married, Craft-repair, Other-relative, Other, Male,0,0,40, Nicaragua,FALSE
32265,32, Private,260954, 11th,7, Married-civ-spouse, Craft-repair, Husband, White, Male,0,2042,30, United-States,FALSE
32266,37, Local-gov,180342, Bachelors,13, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States,TRUE
32267,47, Local-gov,324791, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1887,50, United-States,TRUE
32268,31, Private,183801, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1902,43, United-States,TRUE
32269,42, Private,204235, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,FALSE
32270,37, Private,249720, Assoc-voc,11, Married-spouse-absent, Sales, Unmarried, Black, Female,0,0,32, United-States,FALSE
32271,60, Private,127084, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, White, Male,0,2042,34, United-States,FALSE
32272,42, Local-gov,201495, Some-college,10, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,72, United-States,TRUE
32273,38, Private,447346, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,36, United-States,TRUE
32274,24, Private,206008, Assoc-acdm,12, Never-married, Prof-specialty, Own-child, Black, Male,0,0,20, United-States,FALSE
32275,34, Private,286020, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,45, United-States,FALSE
32276,20, ?,99891, Some-college,10, Never-married, ?, Own-child, White, Female,0,0,30, United-States,FALSE
32277,29, Local-gov,169544, Some-college,10, Never-married, Protective-serv, Own-child, White, Male,0,0,48, United-States,FALSE
32278,90, Private,313749, HS-grad,9, Widowed, Adm-clerical, Unmarried, White, Female,0,0,25, United-States,FALSE
32279,55, Private,89182, 12th,8, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,40, Italy,FALSE
32280,36, Private,258102, HS-grad,9, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States,FALSE
32281,49, Private,255466, Some-college,10, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,60, United-States,FALSE
32282,50, Private,38795, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States,FALSE
32283,17, Private,311907, 11th,7, Never-married, Other-service, Own-child, White, Male,0,0,25, United-States,FALSE
32284,54, Private,171924, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,70, United-States,FALSE
32285,26, Private,164488, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,10, United-States,FALSE
32286,44, Private,297991, Assoc-acdm,12, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,50, United-States,FALSE
32287,28, Private,478315, Bachelors,13, Never-married, Prof-specialty, Own-child, Black, Female,0,0,40, United-States,FALSE
32288,54, Local-gov,34832, Doctorate,16, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States,TRUE
32289,21, Private,67804, 9th,5, Never-married, Machine-op-inspct, Own-child, Black, Male,0,0,20, United-States,FALSE
32290,24, Private,34568, Assoc-voc,11, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, United-States,FALSE
32291,31, Private,47151, HS-grad,9, Never-married, Other-service, Not-in-family, White, Female,0,0,56, United-States,FALSE
32292,59, ?,120617, Some-college,10, Never-married, ?, Not-in-family, Black, Female,0,0,40, United-States,FALSE
32293,41, Private,318046, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,48, United-States,TRUE
32294,29, Private,363963, HS-grad,9, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States,FALSE
32295,50, Private,92811, Bachelors,13, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States,FALSE
32296,32, Private,33678, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States,TRUE
32297,42, Private,66118, Some-college,10, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States,FALSE
32298,47, Private,160474, HS-grad,9, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,30, United-States,TRUE
32299,44, Private,159960, Some-college,10, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States,FALSE
32300,49, Private,242987, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Columbia,FALSE
32301,61, Private,232719, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States,FALSE
32302,65, Local-gov,103153, 7th-8th,4, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1411,40, United-States,FALSE
32303,45, Local-gov,162187, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States,TRUE
32304,59, Private,207391, HS-grad,9, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States,FALSE
32305,30, Never-worked,176673, HS-grad,9, Married-civ-spouse, ?, Wife, Black, Female,0,0,40, United-States,FALSE
32306,34, Private,356882, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States,TRUE
32307,24, Private,427686, 1st-4th,2, Married-civ-spouse, Handlers-cleaners, Other-relative, White, Male,0,0,40, Mexico,FALSE
32308,42, Self-emp-inc,191196, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,60, ?,TRUE
32309,37, Private,377798, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,3103,0,40, United-States,TRUE
32310,36, Private,43712, 10th,6, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,FALSE
32311,21, ?,205939, Some-college,10, Never-married, ?, Own-child, White, Male,0,0,40, United-States,FALSE
32312,54, Private,161691, Masters,14, Divorced, Prof-specialty, Not-in-family, White, Female,0,2559,40, United-States,TRUE
32313,34, Private,346034, 12th,8, Married-spouse-absent, Handlers-cleaners, Unmarried, White, Male,0,0,35, Mexico,FALSE
32314,41, Private,144460, Some-college,10, Divorced, Machine-op-inspct, Own-child, White, Male,0,0,40, Italy,FALSE
32315,18, Never-worked,153663, Some-college,10, Never-married, ?, Own-child, White, Male,0,0,4, United-States,FALSE
32316,26, Private,262617, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,48, United-States,FALSE
32317,23, Federal-gov,173851, HS-grad,9, Never-married, Armed-Forces, Not-in-family, White, Male,0,0,8, United-States,FALSE
32318,63, ?,126540, Some-college,10, Divorced, ?, Not-in-family, White, Female,0,0,5, United-States,FALSE
32319,34, Private,117963, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,TRUE
32320,54, Private,219737, HS-grad,9, Widowed, Sales, Not-in-family, White, Female,0,0,37, United-States,FALSE
32321,37, Private,328466, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,72, Mexico,FALSE
32322,54, State-gov,138852, HS-grad,9, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,FALSE
32323,22, Local-gov,195532, Some-college,10, Never-married, Protective-serv, Other-relative, White, Female,0,0,43, United-States,FALSE
32324,32, Private,188246, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,FALSE
32325,42, State-gov,138162, Some-college,10, Divorced, Adm-clerical, Own-child, White, Male,0,0,40, United-States,FALSE
32326,31, State-gov,110714, Some-college,10, Never-married, Other-service, Own-child, White, Female,0,0,37, United-States,FALSE
32327,48, Private,123075, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States,TRUE
32328,28, Private,330466, Bachelors,13, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Hong,FALSE
32329,31, Private,254304, 10th,6, Divorced, Craft-repair, Not-in-family, White, Male,0,0,38, United-States,FALSE
32330,28, Private,435842, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,FALSE
32331,24, Private,118657, 12th,8, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,FALSE
32332,50, Private,278188, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Female,0,0,45, United-States,FALSE
32333,26, Private,233777, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,72, Mexico,FALSE
32334,37, Self-emp-inc,328466, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States,TRUE
32335,24, Private,176580, 5th-6th,3, Married-spouse-absent, Farming-fishing, Not-in-family, White, Male,0,0,40, Mexico,FALSE
32336,18, ?,156608, 11th,7, Never-married, ?, Own-child, White, Female,0,0,25, United-States,FALSE
32337,32, Private,172415, HS-grad,9, Never-married, Other-service, Unmarried, Black, Female,0,0,40, United-States,FALSE
32338,23, Private,194951, Bachelors,13, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,55, Ireland,FALSE
32339,33, Local-gov,318921, HS-grad,9, Divorced, Transport-moving, Not-in-family, White, Female,0,0,35, United-States,FALSE
32340,49, Private,189462, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,FALSE
32341,75, Self-emp-not-inc,192813, Masters,14, Widowed, Sales, Not-in-family, White, Male,0,0,45, United-States,FALSE
32342,74, Self-emp-not-inc,199136, Bachelors,13, Widowed, Craft-repair, Not-in-family, White, Male,15831,0,8, Germany,TRUE
32343,26, Private,156805, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, United-States,FALSE
32344,66, ?,93318, HS-grad,9, Widowed, ?, Unmarried, White, Female,0,0,40, United-States,FALSE
32345,34, Private,121966, Bachelors,13, Married-spouse-absent, Adm-clerical, Not-in-family, White, Female,0,0,45, United-States,FALSE
32346,18, Private,347336, 12th,8, Never-married, Other-service, Own-child, White, Male,0,0,12, United-States,FALSE
32347,33, Private,205950, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,FALSE
32348,36, State-gov,212143, Bachelors,13, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,20, United-States,TRUE
32349,44, Private,187821, Bachelors,13, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,55, United-States,FALSE
32350,36, Private,250807, 11th,7, Never-married, Craft-repair, Not-in-family, Black, Female,0,0,40, United-States,FALSE
32351,53, Private,291755, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,FALSE
32352,60, Private,36077, 7th-8th,4, Married-spouse-absent, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States,FALSE
32353,28, Private,119793, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Portugal,FALSE
32354,36, Private,184655, 10th,6, Divorced, Transport-moving, Unmarried, White, Male,0,0,48, United-States,FALSE
32355,35, Private,162256, Assoc-voc,11, Divorced, Adm-clerical, Not-in-family, White, Female,6849,0,40, United-States,FALSE
32356,45, Self-emp-not-inc,204405, Assoc-voc,11, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,20, United-States,FALSE
32357,23, Private,133355, Some-college,10, Never-married, Adm-clerical, Own-child, White, Male,0,0,15, United-States,FALSE
32358,35, Private,89559, Some-college,10, Divorced, Adm-clerical, Unmarried, White, Female,0,0,55, United-States,FALSE
32359,34, Private,115066, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,42, United-States,TRUE
32360,46, Private,139514, Preschool,1, Married-civ-spouse, Machine-op-inspct, Other-relative, Black, Male,0,0,75, Dominican-Republic,FALSE
32361,58, State-gov,200316, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,FALSE
32362,55, Local-gov,166502, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,45, United-States,FALSE
32363,63, Private,226422, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,FALSE
32364,41, Self-emp-not-inc,251305, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,FALSE
32365,45, Private,190482, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,76, United-States,FALSE
32366,41, Private,122215, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,40, United-States,TRUE
32367,42, Private,248356, HS-grad,9, Never-married, Sales, Unmarried, White, Female,0,0,40, United-States,FALSE
32368,90, Local-gov,214594, 7th-8th,4, Married-civ-spouse, Protective-serv, Husband, White, Male,2653,0,40, United-States,FALSE
32369,41, Private,220460, HS-grad,9, Never-married, Sales, Own-child, White, Male,0,0,40, United-States,FALSE
32370,22, Private,174043, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male,0,0,50, United-States,FALSE
32371,53, Self-emp-not-inc,137547, Prof-school,15, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,27828,0,40, Philippines,TRUE
32372,49, Self-emp-not-inc,111959, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, Scotland,TRUE
32373,51, Private,40641, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States,TRUE
32374,22, Private,205940, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States,FALSE
32375,23, Private,265077, Assoc-voc,11, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States,FALSE
32376,59, Private,395736, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States,TRUE
32377,40, Private,306225, HS-grad,9, Divorced, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Japan,FALSE
32378,28, Private,180299, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,70, United-States,FALSE
32379,39, Private,214896, HS-grad,9, Separated, Other-service, Not-in-family, White, Female,0,0,40, El-Salvador,FALSE
32380,25, Private,273792, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male,0,0,37, United-States,FALSE
32381,48, State-gov,224474, Some-college,10, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States,FALSE
32382,62, Private,271431, 9th,5, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,42, United-States,FALSE
32383,44, Local-gov,150171, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States,FALSE
32384,28, Federal-gov,381789, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States,FALSE
32385,62, Private,170984, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States,FALSE
32386,32, Private,108256, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,FALSE
32387,59, Federal-gov,23789, HS-grad,9, Married-civ-spouse, Sales, Wife, White, Female,0,0,40, United-States,TRUE
32388,20, Private,176321, Some-college,10, Never-married, Adm-clerical, Other-relative, White, Female,0,0,20, United-States,FALSE
32389,40, Private,260425, Assoc-acdm,12, Separated, Tech-support, Unmarried, White, Female,1471,0,32, United-States,FALSE
32390,47, Private,248059, Some-college,10, Married-civ-spouse, Other-service, Husband, White, Male,0,0,47, United-States,TRUE
32391,60, Private,56248, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,FALSE
32392,55, Private,199763, HS-grad,9, Separated, Protective-serv, Not-in-family, White, Male,0,0,81, United-States,FALSE
32393,18, Private,200047, 12th,8, Never-married, Adm-clerical, Own-child, White, Male,0,0,35, United-States,FALSE
32394,43, Private,191712, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Male,0,1741,40, United-States,FALSE
32395,31, Self-emp-not-inc,156033, HS-grad,9, Divorced, Other-service, Not-in-family, White, Male,0,0,35, United-States,FALSE
32396,22, Private,173736, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male,0,0,50, United-States,FALSE
32397,56, Private,135458, HS-grad,9, Divorced, Tech-support, Not-in-family, Black, Female,0,0,40, United-States,FALSE
32398,41, Private,185660, HS-grad,9, Separated, Adm-clerical, Unmarried, White, Female,0,0,40, United-States,FALSE
32399,24, Private,222005, HS-grad,9, Never-married, Other-service, Other-relative, White, Male,0,0,30, United-States,FALSE
32400,42, Private,161510, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,7298,0,40, United-States,TRUE
32401,53, Local-gov,186303, Some-college,10, Married-civ-spouse, Protective-serv, Husband, White, Male,0,1887,40, United-States,TRUE
32402,52, Local-gov,143533, 7th-8th,4, Never-married, Other-service, Other-relative, Black, Female,0,0,40, United-States,FALSE
32403,42, Private,288154, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,89, United-States,TRUE
32404,48, Private,325372, 1st-4th,2, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Portugal,FALSE
